ticker,date,etf_close,etf_momentum_20d,spy_close,spy_200dma,eligible,research_partition,momentum_signal,positive_regime,group_A,group_B,group_C,group_D
XLE,1999-01-22T00:00:00.000Z,5.5254778046,-0.029222174481627,75.9222532054,68.79354290947,True,discovery,False,True,True,False,True,False
XLE,1999-01-25T00:00:00.000Z,5.5181398527,-0.050105263158873,76.6965750127,68.838755908347,True,discovery,False,True,True,False,True,False
XLE,1999-01-26T00:00:00.000Z,5.4643282052,-0.0545916208100953,78.0903542659,68.888254642999,True,discovery,False,True,True,False,True,False
XLE,1999-01-27T00:00:00.000Z,5.3664888461,-0.0663829787149647,77.1804933111,68.934162344481,True,discovery,False,True,True,False,True,False
XLE,1999-01-28T00:00:00.000Z,5.3346910544,-0.080910240196961,78.4775151695,68.983680340443,True,discovery,False,True,True,False,True,False
XLE,1999-01-29T00:00:00.000Z,5.3346910544,-0.0671514114579719,79.0775817389,69.03524039764801,True,discovery,False,True,True,False,True,False
XLE,1999-02-01T00:00:00.000Z,5.2808794069,-0.0749785775460071,78.6129886545,69.0885022301675,True,discovery,False,True,True,False,True,False
XLE,1999-02-02T00:00:00.000Z,5.2906633428,-0.0728675525021153,78.1290703562,69.13484075718,True,discovery,False,True,True,False,True,False
XLE,1999-02-03T00:00:00.000Z,5.4129625417,-0.0461206896437483,78.9227173775,69.1852431839365,True,discovery,False,True,True,False,True,False
XLE,1999-02-04T00:00:00.000Z,5.4423143494,-0.0717563621211445,77.7419094526,69.228112671865,True,discovery,False,True,True,False,True,False
XLE,1999-02-05T00:00:00.000Z,5.59641134,-0.0410729253862061,76.8514393742,69.2655715377975,True,discovery,False,True,True,False,True,False
XLE,1999-02-08T00:00:00.000Z,5.6722368432,-0.0325406758573365,77.0063037357,69.30715851362851,True,discovery,False,True,True,False,True,False
XLE,1999-02-09T00:00:00.000Z,5.5646135482,-0.0327380952470451,75.2834048832,69.3437724272915,True,discovery,False,True,True,False,True,False
XLE,1999-02-10T00:00:00.000Z,5.5792894521,-0.0151122625209563,75.767388844,69.389226843028,True,discovery,False,True,True,False,True,False
XLE,1999-02-11T00:00:00.000Z,5.5352617405,-0.0078912757579602,77.5096129104,69.44387135237551,True,discovery,False,True,True,False,True,False
XLE,1999-02-12T00:00:00.000Z,5.4203004936,-0.0098302055407265,76.5804267416,69.4915700790295,True,discovery,False,True,True,False,True,False
XLE,1999-02-16T00:00:00.000Z,5.38116475,-0.0316901408339823,76.1158336573,69.53071723735951,True,discovery,False,True,True,False,True,False
XLE,1999-02-17T00:00:00.000Z,5.3273531025,-0.0413732394256425,76.0384014765,69.5656441483695,True,discovery,False,True,True,False,True,False
XLE,1999-02-18T00:00:00.000Z,5.3420290063,-0.0306258322184583,76.6384680459,69.6044336741475,True,discovery,False,True,True,False,True,False
XLE,1999-02-19T00:00:00.000Z,5.3126771986,-0.0440140845026386,76.9675876453,69.647264639455,True,discovery,False,True,True,False,True,False
XLE,1999-02-22T00:00:00.000Z,5.3664888461,-0.0287737937102273,79.0195404346,69.7043801094455,True,discovery,False,True,True,False,True,False
XLE,1999-02-23T00:00:00.000Z,5.3200151505,-0.03590425532674,78.9808243443,69.76398515947551,True,discovery,False,True,True,False,True,False
XLE,1999-02-24T00:00:00.000Z,5.2980012947,-0.0304386750308518,77.5870450911,69.8111590025745,True,discovery,False,True,True,False,True,False
XLE,1999-02-25T00:00:00.000Z,5.3249071185,-0.0077484047377121,76.8514393742,69.85580474301351,True,discovery,False,True,True,False,True,False
XLE,1999-02-26T00:00:00.000Z,5.2906633428,-0.0082530949123448,76.5417106513,69.895260407743,True,discovery,False,True,True,False,True,False
XLE,1999-03-01T00:00:00.000Z,5.2368516953,-0.0183402109142389,76.754616317,69.9349183188805,True,discovery,False,True,True,False,True,False
XLE,1999-03-02T00:00:00.000Z,5.1830400478,-0.0185270958795542,76.0771175669,69.97291362515449,True,discovery,False,True,True,False,True,False
XLE,1999-03-03T00:00:00.000Z,5.2980012947,0.0013869625460076,76.4836036845,70.0148579052245,True,discovery,False,True,True,False,True,False
XLE,1999-03-04T00:00:00.000Z,5.488788045,0.014008133755935,77.4515059436,70.0629832768355,True,discovery,False,True,True,False,True,False
XLE,1999-03-05T00:00:00.000Z,5.591519372,0.0274157303347333,79.0098143333,70.11660033854551,True,discovery,False,True,True,False,True,False
XLE,1999-03-08T00:00:00.000Z,5.6722368432,0.0135489510318946,79.5228496094,70.16952445318249,True,discovery,False,True,True,False,True,False
XLE,1999-03-09T00:00:00.000Z,5.6110872438,-0.0107805088345892,79.3292691575,70.223684527726,True,discovery,False,True,True,False,True,False
XLE,1999-03-10T00:00:00.000Z,5.9315111448,0.0659340659368308,80.0261587841,70.282670630648,True,discovery,True,True,True,True,True,True
XLE,1999-03-11T00:00:00.000Z,6.0146746001,0.0780359491540851,80.9166288625,70.3515713946275,True,discovery,True,True,True,True,True,True
XLE,1999-03-12T00:00:00.000Z,5.9926607443,0.0826336721267102,80.1423070552,70.4161212512455,True,discovery,True,True,True,True,True,True
XLE,1999-03-15T00:00:00.000Z,5.9461870487,0.0970216606479545,81.2844032259,70.484848354151,True,discovery,True,True,True,True,True,True
XLE,1999-03-16T00:00:00.000Z,5.916835241,0.0995454545412311,80.974674503,70.5553809265785,True,discovery,True,True,True,True,True,True
