ticker,date,etf_close,etf_momentum_20d,spy_close,spy_200dma,eligible,research_partition,momentum_signal,positive_regime,group_A,group_B,group_C,group_D
XLP,1999-01-22T00:00:00.000Z,13.3463209667,-0.0418867924590797,75.9222532054,68.79354290947,True,discovery,False,True,True,False,True,False
XLP,1999-01-25T00:00:00.000Z,13.3147818073,-0.066691230658325,76.6965750127,68.838755908347,True,discovery,False,True,True,False,True,False
XLP,1999-01-26T00:00:00.000Z,13.6249168751,-0.0431893687677078,78.0903542659,68.888254642999,True,discovery,False,True,True,False,True,False
XLP,1999-01-27T00:00:00.000Z,13.8088953051,-0.0248700816605013,77.1804933111,68.934162344481,True,discovery,False,True,True,False,True,False
XLP,1999-01-28T00:00:00.000Z,14.0506955274,-0.0290592081383704,78.4775151695,68.983680340443,True,discovery,False,True,True,False,True,False
XLP,1999-01-29T00:00:00.000Z,14.0874912134,-0.0204678362613152,79.0775817389,69.03524039764801,True,discovery,False,True,True,False,True,False
XLP,1999-02-01T00:00:00.000Z,14.0296694211,-0.0173048600889429,78.6129886545,69.0885022301675,True,discovery,False,True,True,False,True,False
XLP,1999-02-02T00:00:00.000Z,14.1453130057,-0.0011135857449386,78.1290703562,69.13484075718,True,discovery,False,True,True,False,True,False
XLP,1999-02-03T00:00:00.000Z,14.09274774,-0.012159174651226,78.9227173775,69.1852431839365,True,discovery,False,True,True,False,True,False
XLP,1999-02-04T00:00:00.000Z,14.0296694211,-0.0283946123091347,77.7419094526,69.228112671865,True,discovery,False,True,True,False,True,False
XLP,1999-02-05T00:00:00.000Z,13.8141518317,-0.0324005890980817,76.8514393742,69.2655715377975,True,discovery,False,True,True,False,True,False
XLP,1999-02-08T00:00:00.000Z,13.7878691988,-0.0303142329008139,77.0063037357,69.30715851362851,True,discovery,False,True,True,False,True,False
XLP,1999-02-09T00:00:00.000Z,13.5460689765,-0.0275471698134905,75.2834048832,69.3437724272915,True,discovery,False,True,True,False,True,False
XLP,1999-02-10T00:00:00.000Z,13.6406864548,-0.0133079847890043,75.767388844,69.389226843028,True,discovery,False,True,True,False,True,False
XLP,1999-02-11T00:00:00.000Z,13.871973624,0.0018982536095089,77.5096129104,69.44387135237551,True,discovery,False,True,True,False,True,False
XLP,1999-02-12T00:00:00.000Z,13.7563300394,0.0127708978341591,76.5804267416,69.4915700790295,True,discovery,False,True,True,False,True,False
