ticker,date,etf_close,etf_momentum_20d,spy_close,spy_200dma,eligible,research_partition,momentum_signal,positive_regime,group_A,group_B,group_C,group_D,signal_date,entry_date,entry_open,exit_date_1d,return_1d,mae_1d,mfe_1d,horizon_1d_available,exit_date_3d,return_3d,mae_3d,mfe_3d,horizon_3d_available,exit_date_5d,return_5d,mae_5d,mfe_5d,horizon_5d_available,exit_date_10d,return_10d,mae_10d,mfe_10d,horizon_10d_available,exit_date_20d,return_20d,mae_20d,mfe_20d,horizon_20d_available
XLF,1999-01-22T00:00:00.000Z,10.9946142365,-0.009438009431145,75.9222532054,68.79354290947,True,discovery,False,True,True,False,True,False,1999-01-22T00:00:00.000Z,1999-01-25T00:00:00.000Z,11.056515486,1999-01-25T00:00:00.000Z,0.002583979322977159,-0.01205857020404133,0.0038759689844656275,True,1999-01-27T00:00:00.000Z,-0.00947459087201974,-0.01205857020404133,0.009474590862975196,True,1999-01-29T00:00:00.000Z,0.026701119722015054,-0.01205857020404133,0.028423772607014675,True,1999-02-05T00:00:00.000Z,-0.025409130060526475,-0.032299741609569166,0.03100775192999161,True,1999-02-22T00:00:00.000Z,0.05254091299700803,-0.04995693368307563,0.05986218776051744,True
XLF,1999-01-25T00:00:00.000Z,11.0850852934,-0.0160608622150834,76.6965750127,68.838755908347,True,discovery,False,True,True,False,True,False,1999-01-25T00:00:00.000Z,1999-01-26T00:00:00.000Z,11.1327016392,1999-01-26T00:00:00.000Z,-0.0034217279717503324,-0.010692899913965048,0.0017108639858751662,True,1999-01-28T00:00:00.000Z,-0.0017108639858750552,-0.018819503853608754,0.002566295974321342,True,1999-02-01T00:00:00.000Z,0.002566295974321342,-0.018819503853608754,0.02395209580225144,True,1999-02-08T00:00:00.000Z,-0.035072711723913574,-0.04148845166869941,0.02395209580225144,True,1999-02-23T00:00:00.000Z,0.058597091527450296,-0.05645851155184356,0.06244653549791512,True
XLF,1999-01-26T00:00:00.000Z,11.0946085626,-0.0214195716010255,78.0903542659,68.888254642999,True,discovery,False,True,True,False,True,False,1999-01-26T00:00:00.000Z,1999-01-27T00:00:00.000Z,11.1612714466,1999-01-27T00:00:00.000Z,-0.018771331053311413,-0.018771331053311413,0.0,True,1999-01-29T00:00:00.000Z,0.017064846421060764,-0.02133105801960644,0.018771331062270802,True,1999-02-02T00:00:00.000Z,-0.01066552900980322,-0.02133105801960644,0.02133105801960622,True,1999-02-09T00:00:00.000Z,-0.05076791808272085,-0.05759385665652095,0.02133105801960622,True,1999-02-24T00:00:00.000Z,0.02133105801960622,-0.058873720135188656,0.06143344710148346,True
XLF,1999-01-27T00:00:00.000Z,10.9517595253,-0.02127659574373,77.1804933111,68.934162344481,True,discovery,False,True,True,False,True,False,1999-01-27T00:00:00.000Z,1999-01-28T00:00:00.000Z,10.9231897178,1999-01-28T00:00:00.000Z,0.01743679163510503,0.0,0.019180470797700133,True,1999-02-01T00:00:00.000Z,0.021795989537015226,0.0,0.04359197907403023,True,1999-02-03T00:00:00.000Z,0.01830863121182502,-0.0021795989555324358,0.04359197907403023,True,1999-02-10T00:00:00.000Z,-0.021795989537015004,-0.038360941586245145,0.04359197907403023,True,1999-02-25T00:00:00.000Z,0.036617262423650265,-0.038360941586245145,0.08456843940874537,True
XLF,1999-01-28T00:00:00.000Z,11.1136551009,-0.0172631578925586,78.4775151695,68.983680340443,True,discovery,False,True,True,False,True,False,1999-01-28T00:00:00.000Z,1999-01-29T00:00:00.000Z,11.1803179849,1999-01-29T00:00:00.000Z,0.015332197620095966,-0.013628620098801503,0.01703577513244614,True,1999-02-02T00:00:00.000Z,-0.012350936966774917,-0.022572402040876183,0.019591141396499312,True,1999-02-04T00:00:00.000Z,-0.02853492333857388,-0.02853492333857388,0.019591141396499312,True,1999-02-11T00:00:00.000Z,-0.0059625212887534085,-0.06047700170184811,0.019591141396499312,True,1999-02-26T00:00:00.000Z,0.03151618399189493,-0.06047700170184811,0.05962521295014511,True
XLF,1999-01-29T00:00:00.000Z,11.3517368297,0.0076077768410596,79.0775817389,69.03524039764801,True,discovery,False,True,True,False,True,False,1999-01-29T00:00:00.000Z,1999-02-01T00:00:00.000Z,11.3993531754,1999-02-01T00:00:00.000Z,-0.020885547200501176,-0.020885547200501176,0.0,True,1999-02-03T00:00:00.000Z,-0.0242272347518796,-0.04385964912280693,0.0,True,1999-02-05T00:00:00.000Z,-0.054720133660400516,-0.06140350877192979,0.0,True,1999-02-12T00:00:00.000Z,-0.039264828733082346,-0.07852965747493723,0.0,True,1999-03-01T00:00:00.000Z,0.015455304936090597,-0.07852965747493723,0.039264828741854885,True
XLF,1999-02-01T00:00:00.000Z,11.1612714466,0.0,78.6129886545,69.0885022301675,True,discovery,False,True,True,False,True,False,1999-02-01T00:00:00.000Z,1999-02-02T00:00:00.000Z,11.0708003897,1999-02-02T00:00:00.000Z,-0.002580645165148221,-0.012903225807675556,0.005591397850293722,True,1999-02-04T00:00:00.000Z,-0.018924731186999444,-0.018924731186999444,0.012043010749615002,True,1999-02-08T00:00:00.000Z,-0.029677419358556834,-0.036129032257878,0.012043010749615002,True,1999-02-16T00:00:00.000Z,0.003870967743205833,-0.0511827957016715,0.012043010749615002,True,1999-03-02T00:00:00.000Z,0.04860215053652328,-0.0511827957016715,0.07010752687963806,True
XLF,1999-02-02T00:00:00.000Z,11.0422305822,-0.0106655290098032,78.1290703562,69.13484075718,True,discovery,False,True,True,False,True,False,1999-02-02T00:00:00.000Z,1999-02-03T00:00:00.000Z,10.9803293327,1999-02-03T00:00:00.000Z,0.013009540330870317,-0.007372072853856326,0.020381613184726755,True,1999-02-05T00:00:00.000Z,-0.01864700779877726,-0.025585429315253427,0.020381613184726755,True,1999-02-09T00:00:00.000Z,-0.03512575888333214,-0.042064180399808304,0.020381613184726755,True,1999-02-17T00:00:00.000Z,0.016478751084554988,-0.04336513443016321,0.03686036426928152,True,1999-03-03T00:00:00.000Z,0.04683434519295493,-0.04336513443016321,0.07892454466909005,True
XLF,1999-02-03T00:00:00.000Z,11.12317837,-0.0126796280654739,78.9227173775,69.1852431839365,True,discovery,False,True,True,False,True,False,1999-02-03T00:00:00.000Z,1999-02-04T00:00:00.000Z,11.0422305822,1999-02-04T00:00:00.000Z,-0.016386373437236257,-0.016386373437236257,0.005174644241907833,True,1999-02-08T00:00:00.000Z,-0.027166882276808413,-0.03363518757692907,0.005174644241907833,True,1999-02-10T00:00:00.000Z,-0.032341526518716135,-0.0487278999559525,0.005174644241907833,True,1999-02-18T00:00:00.000Z,0.020698576976687644,-0.0487278999559525,0.03104786546050331,True,1999-03-04T00:00:00.000Z,0.06468305304648836,-0.0487278999559525,0.07287623976057844,True
XLF,1999-02-04T00:00:00.000Z,10.8612884683,-0.0655469070060377,77.7419094526,69.228112671865,True,discovery,False,True,True,False,True,False,1999-02-04T00:00:00.000Z,1999-02-05T00:00:00.000Z,10.84224193,1999-02-05T00:00:00.000Z,-0.00614844092489264,-0.013175230567835094,0.004830917880099372,True,1999-02-09T00:00:00.000Z,-0.022837066309587484,-0.02986385595252994,0.004830917880099372,True,1999-02-11T00:00:00.000Z,0.025032938081653855,-0.031181379006546495,0.02678963549008362,True,1999-02-19T00:00:00.000Z,0.04303908652036492,-0.031181379006546495,0.06236275801309299,True,1999-03-05T00:00:00.000Z,0.11155028546757384,-0.031181379006546495,0.1256038647350124,True
