ticker,date,etf_close,etf_momentum_20d,spy_close,spy_200dma,eligible,research_partition,momentum_signal,positive_regime,group_A,group_B,group_C,group_D,signal_date,entry_date,entry_open,exit_date_1d,return_1d,mae_1d,mfe_1d,horizon_1d_available,exit_date_3d,return_3d,mae_3d,mfe_3d,horizon_3d_available,exit_date_5d,return_5d,mae_5d,mfe_5d,horizon_5d_available,exit_date_10d,return_10d,mae_10d,mfe_10d,horizon_10d_available,exit_date_20d,return_20d,mae_20d,mfe_20d,horizon_20d_available
XLY,1999-01-22T00:00:00.000Z,9.7063038203,0.0396700706964139,75.9222532054,68.79354290947,True,discovery,False,True,True,False,True,False,1999-01-22T00:00:00.000Z,1999-01-25T00:00:00.000Z,9.6586340244,1999-01-25T00:00:00.000Z,0.0026575550471377163,-0.004555808656673155,0.004935459380651208,True,1999-01-27T00:00:00.000Z,0.025056947606526103,-0.004555808656673155,0.02999240698717709,True,1999-01-29T00:00:00.000Z,0.042900531509241,-0.004555808656673155,0.04631738800433438,True,1999-02-05T00:00:00.000Z,0.016704631741135234,-0.004555808656673155,0.0565679574792608,True,1999-02-22T00:00:00.000Z,0.05770690964084069,-0.004555808656673155,0.05770690964084069,True
XLY,1999-01-25T00:00:00.000Z,9.684302376,0.0324472243850555,76.6965750127,68.838755908347,True,discovery,False,True,True,False,True,False,1999-01-25T00:00:00.000Z,1999-01-26T00:00:00.000Z,9.7393059867,1999-01-26T00:00:00.000Z,0.017695783132325227,-0.0030120481931731335,0.017695783132325227,True,1999-01-28T00:00:00.000Z,0.027108433728290526,-0.0030120481931731335,0.027108433728290526,True,1999-02-01T00:00:00.000Z,0.03652108433452361,-0.0030120481931731335,0.039533132527696635,True,1999-02-08T00:00:00.000Z,0.024849397588544653,-0.0030120481931731335,0.047816265053789,True,1999-02-23T00:00:00.000Z,0.043674698790742816,-0.012801204826119683,0.05082831324696202,True
XLY,1999-01-26T00:00:00.000Z,9.9116506333,0.0376199616120711,78.0903542659,68.888254642999,True,discovery,False,True,True,False,True,False,1999-01-26T00:00:00.000Z,1999-01-27T00:00:00.000Z,9.9226513554,1999-01-27T00:00:00.000Z,-0.002217294905562217,-0.002217294905562217,0.0025868440480911747,True,1999-01-29T00:00:00.000Z,0.015151515146018202,-0.002217294905562217,0.018477457499322725,True,1999-02-02T00:00:00.000Z,0.004804138953653725,-0.004434589801046718,0.02032520325227849,True,1999-02-09T00:00:00.000Z,-0.02512934220593188,-0.02512934220593188,0.028455284549158577,True,1999-02-24T00:00:00.000Z,0.011825572802791617,-0.031042128607327468,0.03806356245646558,True
XLY,1999-01-27T00:00:00.000Z,9.9006499111,0.0461061603959485,77.1804933111,68.934162344481,True,discovery,False,True,True,False,True,False,1999-01-27T00:00:00.000Z,1999-01-28T00:00:00.000Z,9.9226513554,1999-01-28T00:00:00.000Z,0.008130081296880087,0.0,0.008130081296880087,True,1999-02-01T00:00:00.000Z,0.01736881005158053,0.0,0.02032520325227849,True,1999-02-03T00:00:00.000Z,0.0210643015474139,-0.004434589801046718,0.022172949005234033,True,1999-02-10T00:00:00.000Z,-0.02512934220593188,-0.031042128607327468,0.028455284549158577,True,1999-02-25T00:00:00.000Z,0.0,-0.031042128607327468,0.03806356245646558,True
XLY,1999-01-28T00:00:00.000Z,10.0033233176,0.0341167551171057,78.4775151695,68.983680340443,True,discovery,False,True,True,False,True,False,1999-01-28T00:00:00.000Z,1999-01-29T00:00:00.000Z,10.0399923914,1999-01-29T00:00:00.000Z,0.003287070847610263,-0.0069393718026796725,0.0065741417051807804,True,1999-02-02T00:00:00.000Z,-0.0069393718026796725,-0.01607012418039322,0.008400292182715319,True,1999-02-04T00:00:00.000Z,0.003287070847610263,-0.01607012418039322,0.016435354267931856,True,1999-02-11T00:00:00.000Z,-0.005478451422644026,-0.04236669102103641,0.016435354267931856,True,1999-02-26T00:00:00.000Z,-0.0029218407600714036,-0.04236669102103641,0.025931336743144406,True
XLY,1999-01-29T00:00:00.000Z,10.0729945577,0.050076452593144,79.0775817389,69.03524039764801,True,discovery,True,True,True,True,True,True,1999-01-29T00:00:00.000Z,1999-02-01T00:00:00.000Z,10.1169974462,1999-02-01T00:00:00.000Z,-0.0021747009739794265,-0.005436752444833326,0.0007249003312495006,True,1999-02-03T00:00:00.000Z,0.0014498006526146856,-0.023559260597572296,0.0025371511494887145,True,1999-02-05T00:00:00.000Z,-0.02935846320803026,-0.02935846320803026,0.008698803915687225,True,1999-02-12T00:00:00.000Z,-0.030445813695020085,-0.049655672344633306,0.008698803915687225,True,1999-03-01T00:00:00.000Z,-0.010148604568301467,-0.049655672344633306,0.018122508162623507,True
XLY,1999-02-01T00:00:00.000Z,10.094996002,0.0535782625301792,78.6129886545,69.0885022301675,True,discovery,True,True,True,True,True,True,1999-02-01T00:00:00.000Z,1999-02-02T00:00:00.000Z,10.0143240397,1999-02-02T00:00:00.000Z,-0.004393994864312134,-0.01354815085492922,0.0,True,1999-02-04T00:00:00.000Z,0.005858659832397084,-0.01354815085492922,0.019040644455290856,True,1999-02-08T00:00:00.000Z,-0.0032954961482341005,-0.0234346393196031,0.019040644455290856,True,1999-02-16T00:00:00.000Z,-0.008055657264553373,-0.03991212010071665,0.019040644455290856,True,1999-03-02T00:00:00.000Z,0.0025631636841629835,-0.03991212010071665,0.02856096668792918,True
XLY,1999-02-02T00:00:00.000Z,9.9703211513,0.0469772814796685,78.1290703562,69.13484075718,True,discovery,False,True,True,False,True,False,1999-02-02T00:00:00.000Z,1999-02-03T00:00:00.000Z,9.948319707,1999-02-03T00:00:00.000Z,0.018429782526087513,-0.0014743826024891105,0.019535569485493287,True,1999-02-05T00:00:00.000Z,-0.012900847769266366,-0.012900847769266366,0.025801695538532954,True,1999-02-09T00:00:00.000Z,-0.027644673794157137,-0.027644673794157137,0.025801695538532954,True,1999-02-17T00:00:00.000Z,-0.0047917434606024045,-0.03354220420411347,0.025801695538532954,True,1999-03-03T00:00:00.000Z,0.0036859565112488113,-0.03354220420411347,0.03538518245973776,True
XLY,1999-02-03T00:00:00.000Z,10.1316650757,0.0461946232501653,78.9227173775,69.1852431839365,True,discovery,False,True,True,False,True,False,1999-02-03T00:00:00.000Z,1999-02-04T00:00:00.000Z,10.1940025011,1999-02-04T00:00:00.000Z,-0.011870503601205007,-0.012949640289548259,0.0010791366883433628,True,1999-02-08T00:00:00.000Z,-0.02086330935047831,-0.04064748201261359,0.0010791366883433628,True,1999-02-10T00:00:00.000Z,-0.051079136692757654,-0.05683453237700131,0.0010791366883433628,True,1999-02-18T00:00:00.000Z,-0.02769784172306522,-0.05683453237700131,0.0010791366883433628,True,1999-03-04T00:00:00.000Z,0.0003597122327176905,-0.05683453237700131,0.010431654680144176,True
XLY,1999-02-04T00:00:00.000Z,10.0729945577,0.0114138438871649,77.7419094526,69.228112671865,True,discovery,False,True,True,False,True,False,1999-02-04T00:00:00.000Z,1999-02-05T00:00:00.000Z,9.9703211513,1999-02-05T00:00:00.000Z,-0.01507907319318369,-0.01507907319318369,0.006252298632513975,True,1999-02-09T00:00:00.000Z,-0.029790364110916623,-0.029790364110916623,0.006252298632513975,True,1999-02-11T00:00:00.000Z,0.0014711290917732711,-0.03567488047800982,0.006252298632513975,True,1999-02-19T00:00:00.000Z,-0.000735564550901624,-0.03567488047800982,0.013240161815929685,True,1999-03-05T00:00:00.000Z,0.0540639941101313,-0.03567488047800982,0.06068407501809614,True
