group,horizon_days,n,positive_rate,negative_rate,mean_return,median_return,avg_winner,avg_loser,median_winner,median_loser,bottom_10pct,bottom_5pct,worst_return,median_mae,median_mfe,mean_mae,mean_mfe,universe_label,bucket
D,10,584,0.5993150684931506,0.4006849315068493,0.0019732562044682536,0.0057258027541858,0.017576428647500135,-0.021364822235964042,0.01586015545912975,-0.0165537692881863,-0.0277376080424234,-0.038930638540570606,-0.160610139075361,-0.01570144445282575,0.01845300911478035,-0.02249818425068255,0.01997020056906796,SPY,spy
D,20,584,0.6575342465753424,0.3424657534246575,0.008263219870427831,0.0132167639297259,0.028706225098153754,-0.030987350166805934,0.02668668247859125,-0.023974604683192652,-0.03723647716850889,-0.060465102391578776,-0.1570958576338292,-0.021787049158467603,0.029022989215596602,-0.030913679494370693,0.0313512682668216,SPY,spy
A,1,5508,0.5217864923747276,0.4782135076252723,-0.0001691947282595466,0.00058760707702875,0.009321978487777126,-0.010525167326167442,0.006092314589796,-0.00659564522565065,-0.016462364745144727,-0.02463421078518078,-0.0953442988562069,-0.0063838726266685995,0.00607051625747485,-0.01044837072411331,0.009297280529875492,QQQ,non_spy_etf
A,3,5508,0.5537400145243282,0.44625998547567175,0.0007724749264010674,0.00246077421079965,0.017698812440669454,-0.020230506936299738,0.0125030990028359,-0.014236213671264951,-0.029069373063386708,-0.043222953893244286,-0.176603155091111,-0.012094639534836499,0.012597785846846649,-0.019520102743727438,0.017922717886453957,QQQ,non_spy_etf
A,5,5508,0.559368191721133,0.4406318082788671,0.0016977946529694518,0.0039583174922268,0.0235177276454514,-0.026001922508067578,0.0173768150442363,-0.0174693562391327,-0.03816157596935465,-0.055945014079839164,-0.2529739776951768,-0.016003237502678548,0.01695858166835535,-0.025550597219415046,0.023763872314763845,QQQ,non_spy_etf
A,10,5508,0.5902323892519971,0.4097676107480029,0.003998245070784425,0.00814164006973745,0.03267083402120859,-0.03730197055962274,0.0252987404453159,-0.0256463288524924,-0.05161470990826598,-0.07786486709101577,-0.2543599257878195,-0.022795644558409302,0.025947243488899048,-0.03595078038075627,0.03455328494529185,QQQ,non_spy_etf
A,20,5508,0.620551924473493,0.3794480755265069,0.008668443532768475,0.01586148483419355,0.04737719790978988,-0.05463611266850384,0.03898235424578175,-0.03762646017450405,-0.0715336195277906,-0.11046709620741543,-0.3123015873011272,-0.0311739629269955,0.0401169318350302,-0.0498310707084408,0.050394364810597767,QQQ,non_spy_etf
B,1,1292,0.5286377708978328,0.4713622291021672,-6.551425167888481e-05,0.00065080505758435,0.008634442085793717,-0.009822608140831244,0.0056428859350976,-0.0062190175759965,-0.01590575632666234,-0.022888097378917515,-0.0953442988562069,-0.00658214665122535,0.00552312853585055,-0.01014416027249185,0.008526120134012159,QQQ,non_spy_etf
B,3,1292,0.5595975232198143,0.44040247678018574,0.0009624019368556682,0.00269180358354855,0.016353197210212514,-0.01859391613456261,0.0117624917663008,-0.0126353790604488,-0.0270476545640696,-0.04014721409378121,-0.1293478260865714,-0.0113272012004133,0.0123722984763896,-0.01828213850142924,0.01688366933339792,QQQ,non_spy_etf
B,5,1292,0.5712074303405573,0.42879256965944273,0.00201741968837346,0.0041343510426897,0.021358041379844515,-0.023746801987268487,0.0158810276062442,-0.0160133161708162,-0.03441429684549922,-0.05279594520202744,-0.1354560172694968,-0.015746771460796248,0.0166010280018392,-0.0239212314533145,0.02268299910683605,QQQ,non_spy_etf
B,10,1292,0.6246130030959752,0.3753869969040248,0.005090951517643383,0.0101131536559805,0.029954571810207123,-0.03628006204132351,0.0232474750491915,-0.0265486725651395,-0.04974970056903667,-0.07490853485531687,-0.1784386617097095,-0.02259457025562325,0.0265300497420537,-0.03483346157240407,0.034163164018925204,QQQ,non_spy_etf
B,20,1292,0.6277089783281734,0.37229102167182665,0.009782408938758902,0.01665575092790645,0.0481182394709695,-0.054854511147774974,0.0402285320534907,-0.0358460727484568,-0.06985740668666314,-0.1052131543512498,-0.294423791821902,-0.0335776932128109,0.042336855384500355,-0.04916888131365127,0.05220944756738463,QQQ,non_spy_etf
C,1,4037,0.5286103542234333,0.4713896457765668,-0.000157111107578702,0.0006657789617998,0.006918075251444589,-0.00809113511711927,0.0051544413202957995,-0.0051171253131684,-0.012468447202042699,-0.01809167090467604,-0.0807323666753369,-0.0051359516621279,0.0049591598604568,-0.00805817198134453,0.006879967105921572,QQQ,non_spy_etf
C,3,4037,0.5670052018825861,0.4329947981174139,0.0010262327697258121,0.0024613220820466,0.013725357918787899,-0.015603228023296565,0.0107299716463837,-0.01106092796368775,-0.022650633806664298,-0.03192044595873959,-0.176603155091111,-0.0098333788585787,0.0107202602232583,-0.015033700147135051,0.01369750905742775,QQQ,non_spy_etf
C,5,4037,0.5756750061927174,0.4243249938072826,0.0022268817642174875,0.0042473666330957,0.018695618347150538,-0.020115992619166287,0.01504353494536255,-0.0147146380882118,-0.028630517766774177,-0.04066321063551126,-0.2529739776951768,-0.0130680130678367,0.0145132029843098,-0.019695226370514848,0.018475569640820255,QQQ,non_spy_etf
C,10,4037,0.6103542234332425,0.3896457765667575,0.0053754146298029245,0.0083512288239138,0.02682675717245778,-0.028226688374076013,0.021890647870996552,-0.0203695358269068,-0.03747563121814482,-0.05599553870685786,-0.2543599257878195,-0.0184842048175202,0.0221537388065675,-0.027867640478083437,0.02771975102915567,QQQ,non_spy_etf
C,20,4037,0.6480059450086698,0.3519940549913302,0.011572021904479883,0.0164742991189117,0.039986681720312056,-0.040738147045707974,0.034551003632410995,-0.0302417746077465,-0.053214593185149116,-0.07428149102796412,-0.2817796610170002,-0.0255984042577399,0.0354852501064992,-0.03860004994964467,0.0418706349347243,QQQ,non_spy_etf
D,1,1013,0.5320829220138203,0.46791707798617965,-0.0003308645794176862,0.0006257822273818,0.007053200511312632,-0.008727512435754483,0.0051496620519306,-0.0052568507259705,-0.012972279856645499,-0.02101948471569312,-0.0782508630603838,-0.0056218057921512,0.0048437878423723,-0.008761426564114385,0.006967675376628329,QQQ,non_spy_etf
